has_left,business_travel,department,education,education_field,employee_id,job_level,job_role,monthly_income,percent_salary_hike,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating,avg_hours_per_day,std_hours_daily,std_hours_monthly,total_days_worked,overtime_ratio
0,1,R&D,5,Medical,1025,2,LabTech,82240,19,14,3,10,7,6,4,1,3,3,3,8.001345804988663,0.2992675390268082,0.0385797236560475,245,0.4857142857142857
0,1,Sales,3,Medical,1026,2,SalesExec,47660,12,5,3,5,0,3,3,4,4,3,3,7.398159873847647,0.2921421827478184,0.0675951385565874,229,0.0131004366812227
0,1,Sales,4,Marketing,1027,2,LabTech,26100,12,9,2,4,2,2,3,3,3,2,3,6.896431892143189,0.3155974438644963,0.0703279035563005,239,0.0
0,0,R&D,2,LifeSci,1028,2,MfgDir,57310,17,6,2,2,2,2,2,2,3,3,3,6.693008687700045,0.2871413679495878,0.0678142918235774,243,0.0
0,1,R&D,2,Medical,1029,1,ResearchDir,25390,12,7,3,4,0,2,3,1,2,3,3,6.599432367149759,0.298565039699488,0.0575331788884829,230,0.0
0,1,R&D,4,Other,1030,2,LabTech,57140,11,10,2,0,0,0,2,1,2,3,3,6.597798220298221,0.3047791705099673,0.0914819029421713,231,0.0
0,0,Sales,1,LifeSci,1031,2,ResearchDir,43230,18,15,3,7,1,7,2,4,3,3,3,6.677146038443507,0.2951201966901186,0.0515980829681553,237,0.0
0,0,Sales,4,Marketing,1032,3,SalesExec,73360,11,13,3,11,3,8,1,2,3,3,3,7.802694672131148,0.292515474656692,0.0829675326227381,244,0.2418032786885245
1,2,R&D,1,LifeSci,1033,1,MfgDir,134990,23,11,2,7,0,7,4,1,2,4,4,7.893937198067632,0.3048252205624302,0.0665433080799528,230,0.3565217391304348
1,1,R&D,3,LifeSci,1034,1,LabTech,137580,11,10,5,10,0,8,4,1,1,3,3,6.208432784636488,0.3019084462313529,0.0758002483445968,243,0.0
0,2,R&D,1,Medical,1035,2,HealthRep,51550,18,7,3,2,2,2,3,4,3,2,3,6.198692468619248,0.3004437981920716,0.066714162240522,239,0.0
0,0,HR,5,Medical,1036,3,SalesExec,22580,18,7,2,3,1,2,1,3,2,3,3,7.418051868239922,0.3169587265693803,0.0498277115441885,226,0.0442477876106194
0,1,R&D,3,LifeSci,1037,3,Scientist,35970,13,11,2,3,1,2,2,2,1,1,3,7.800170212765957,0.3008533343091584,0.0444979219633752,235,0.2595744680851063
0,1,R&D,1,Tech,1038,3,LabTech,25150,18,23,2,22,13,5,3,3,4,2,3,10.323418715846996,0.2949925082526068,0.0554175163483733,244,1.0
0,1,Sales,3,Marketing,1039,2,Manager,44200,11,9,3,7,0,2,1,3,3,3,3,7.069740663900414,0.300055735208532,0.0504051589127053,241,0.0
1,1,HR,1,Tech,1040,3,SalesExec,65780,15,6,3,5,1,4,4,2,3,2,3,8.69433695652174,0.2660655566305299,0.0719041349179013,230,0.9956521739130436
1,1,R&D,3,Medical,1041,1,SalesExec,44220,11,13,2,9,3,7,4,2,4,3,3,7.967791383219954,0.300094268256566,0.057687834956621,245,0.4285714285714285
0,1,Sales,2,Medical,1042,3,SalesExec,102740,18,12,3,5,0,3,3,4,3,3,3,6.591388888888889,0.2944132210275831,0.062950637511637,233,0.0
0,1,R&D,3,LifeSci,1043,2,LabTech,53430,14,10,5,10,4,8,2,3,3,2,3,7.373935584291187,0.3049701585735434,0.0455897040623538,232,0.0172413793103448
0,0,R&D,4,Medical,1044,1,LabTech,23760,12,37,3,16,14,14,2,2,2,3,3,6.604357567443987,0.2883982820632739,0.0472374812008719,243,0.0
0,1,R&D,1,Tech,1045,3,MfgDir,53460,14,6,3,5,0,3,2,3,4,2,3,7.404206871345028,0.2809173264845881,0.0675987477546945,228,0.0131578947368421
0,1,R&D,5,Medical,1046,2,Scientist,28270,14,28,3,22,14,10,3,2,3,3,3,10.70971158392435,0.2901283442473064,0.0541941120677528,235,1.0
0,1,R&D,4,LifeSci,1047,2,Manager,199430,13,15,3,7,7,7,2,1,3,3,3,7.2272386310361,0.297360288772279,0.0758821289902551,237,0.0084388185654008
0,1,Sales,4,Medical,1048,1,Scientist,31310,14,14,3,7,1,7,4,4,2,2,3,7.084196991751576,0.3061980774823633,0.0746144119821712,229,0.0
0,2,Sales,4,Other,1049,3,MfgDir,25520,18,9,2,3,2,2,1,1,3,3,3,7.490906619385343,0.2958759647881244,0.0944617522053681,235,0.0425531914893617
0,1,Sales,2,LifeSci,1050,3,Manager,44770,15,3,6,3,1,2,3,1,3,3,3,7.552442028985506,0.2928861109222727,0.0570162874868958,230,0.0652173913043478
0,1,R&D,3,Medical,1051,2,MfgDir,64740,13,20,3,4,0,3,2,4,2,1,3,9.511932773109244,0.2803377615573398,0.0719598925009288,238,1.0
0,1,Sales,3,Marketing,1052,1,HealthRep,30330,12,5,2,5,1,2,3,4,3,2,3,6.121894467689447,0.3120326005920175,0.065151285168827,239,0.0
0,2,R&D,4,Tech,1053,1,SalesRep,29360,13,23,3,2,2,2,1,3,3,3,3,9.588722222222223,0.3107765797062746,0.0832316806015249,240,1.0
0,0,R&D,3,LifeSci,1054,3,SalesRep,186060,24,0,4,0,0,0,2,3,1,3,4,7.6525319148936175,0.3089818720227247,0.0592258666185433,235,0.1234042553191489
1,1,R&D,3,LifeSci,1055,3,LabTech,21680,14,2,2,1,0,0,4,1,3,3,3,6.110721040189125,0.3023116607142876,0.067687717423871,235,0.0
1,1,R&D,2,Medical,1056,1,Manager,28530,14,4,5,2,2,0,1,1,3,2,3,8.695968221307728,0.3049736971311861,0.0748531449382101,243,0.9835390946502056
0,0,Sales,4,Tech,1057,1,Scientist,170480,15,10,3,8,5,7,3,3,4,2,3,7.203180076628352,0.2664410417274983,0.0557013872976937,232,0.0
0,1,Sales,3,Tech,1058,5,LabTech,22900,11,15,5,1,0,0,4,2,3,3,3,10.658820330969265,0.3155688889108168,0.0372944953176929,235,1.0
0,2,Sales,3,Medical,1059,1,ResearchDir,36000,23,7,2,7,7,7,1,4,3,3,4,6.996897342995168,0.2972595511272023,0.0459040414288021,230,0.0
0,2,Sales,4,LifeSci,1060,5,Scientist,21070,13,6,2,5,0,2,4,4,2,3,3,10.206041092745638,0.2938227785954413,0.0733175458188412,242,1.0
0,2,R&D,2,Medical,1061,1,HR,41150,11,11,1,11,3,10,4,4,4,3,3,7.69339545241444,0.2938493452968317,0.0447121413162328,237,0.1561181434599156
0,2,Sales,4,LifeSci,1062,4,SalesExec,43270,13,4,4,0,0,0,4,4,4,3,3,7.601602657004831,0.3089690451342606,0.0850155145976535,230,0.0913043478260869
0,0,R&D,3,Medical,1063,1,Manager,178560,18,10,2,6,3,3,3,3,2,3,3,6.490872011251758,0.3123443305540128,0.0827508887434016,237,0.0
0,1,Sales,2,LifeSci,1064,5,Manager,31960,14,7,3,2,2,0,2,3,3,2,3,6.100282694198623,0.3129341209201675,0.0562491980509781,226,0.0
0,1,HR,3,LifeSci,1065,1,LabTech,190810,21,12,2,9,4,7,4,4,2,3,4,7.237116013071895,0.2850535933198899,0.0440673394660664,238,0.0
0,0,R&D,3,LifeSci,1066,1,SalesExec,89660,16,3,3,3,2,2,3,4,3,2,3,7.694691225560324,0.3028028628020253,0.0748198403087244,233,0.1545064377682403
0,1,R&D,3,Medical,1067,1,MfgDir,22100,11,11,4,7,1,6,4,3,3,3,3,7.99858706108706,0.2762447699587243,0.0548636478692388,231,0.5064935064935064
0,1,Sales,4,Medical,1068,2,ResearchDir,45390,17,8,5,0,0,0,4,3,3,3,3,6.593369064084832,0.2967363028904218,0.0754825540854069,241,0.0
1,1,R&D,1,Medical,1069,2,LabTech,27410,11,7,3,2,2,2,3,2,2,3,3,10.411639709329584,0.3251463430075529,0.0627747113617396,237,1.0
0,1,R&D,1,LifeSci,1070,2,LabTech,34910,14,25,0,19,2,8,1,1,3,3,3,7.870749299719887,0.3057655461666065,0.0864985874351855,238,0.3571428571428571
0,1,Sales,3,LifeSci,1071,5,Scientist,45410,14,9,4,9,5,8,2,3,3,4,3,7.0824721009218825,0.293214682397707,0.0619991175964742,229,0.0
0,1,R&D,2,Medical,1072,3,SalesExec,26780,25,1,3,1,0,0,4,2,3,3,4,7.980670212765958,0.3054763359717013,0.0649012014221035,235,0.4680851063829787
0,1,R&D,3,LifeSci,1073,1,MfgDir,73790,13,21,3,16,6,14,1,3,3,2,3,6.301853764921948,0.2837037707193373,0.0723364681918966,242,0.0
0,1,R&D,3,LifeSci,1074,2,Manager,62720,14,29,3,22,12,9,4,2,3,2,3,6.104008438818566,0.2915043165888286,0.0506236079136532,237,0.0
1,2,R&D,2,LifeSci,1075,1,LabTech,52200,17,1,3,1,1,0,4,4,2,2,3,8.589410018993352,0.3176880751994029,0.0951002360993373,234,0.97008547008547
1,1,R&D,4,Medical,1076,2,SalesRep,27430,25,14,1,8,0,7,3,2,3,4,4,7.8843514492753615,0.2911015152753126,0.0341867971836475,230,0.3304347826086956
0,2,R&D,4,Medical,1077,3,HealthRep,49980,20,8,3,7,7,3,4,1,2,3,4,7.683338001867414,0.298184250412096,0.0547948811591548,238,0.1512605042016806
0,1,R&D,3,Tech,1078,3,HealthRep,102520,13,7,3,2,2,2,3,4,3,3,3,6.520391203703704,0.2795978759392769,0.075940070371002,240,0.0
0,1,R&D,3,LifeSci,1079,1,HR,27810,13,19,2,5,0,4,2,4,4,3,3,6.234294962335217,0.3015029393083979,0.0503476603843239,236,0.0
0,1,R&D,2,LifeSci,1080,2,LabTech,68520,18,1,2,1,0,0,2,2,3,4,3,7.032183064121391,0.3026748590840393,0.0640767666467452,227,0.0
1,1,Sales,4,LifeSci,1081,2,SalesExec,49500,12,1,3,1,0,0,2,4,2,3,3,7.692906920077973,0.2966279716401365,0.0764286995987618,228,0.1578947368421052
1,1,R&D,2,LifeSci,1082,2,LabTech,35790,19,1,3,1,0,0,4,2,3,3,3,10.503807727480568,0.282421030665421,0.0920427072523819,243,1.0
0,1,R&D,3,LifeSci,1083,1,SalesExec,131910,14,10,2,10,1,7,2,3,3,2,3,9.49515924329502,0.2983875208835276,0.0707934177404853,232,1.0
0,1,R&D,4,LifeSci,1084,5,Manager,103770,14,10,2,10,0,2,2,3,3,3,3,7.479487994350283,0.2848274637990706,0.0863653039315088,236,0.0296610169491525
0,1,Sales,2,Tech,1085,1,SalesExec,22350,14,9,2,5,1,0,3,4,3,3,3,8.122622655122655,0.3068723618341597,0.0829112094939719,231,0.6493506493506493
0,1,R&D,5,LifeSci,1086,1,SalesExec,105020,12,11,4,3,1,2,4,1,3,2,3,7.120189933523267,0.3133169354705098,0.1062773175223612,234,0.0042735042735042
0,1,R&D,2,Medical,1087,1,MfgDir,20110,13,16,4,5,0,4,4,1,3,4,3,8.666963519313306,0.2955924590607994,0.0536151203608803,233,0.9828326180257512
0,1,Sales,1,Tech,1088,2,LabTech,18590,25,4,2,3,0,2,4,2,3,2,4,10.470496113397347,0.2954125028753001,0.0867889126655268,243,1.0
0,1,R&D,3,Medical,1089,2,SalesExec,37600,14,10,2,9,3,8,2,4,2,2,3,7.106643709825528,0.3130026383100122,0.0813683226835262,242,0.0
0,2,R&D,3,Medical,1090,4,MfgDir,177790,17,10,5,10,0,8,2,4,2,1,3,6.49684043073911,0.2688981610909938,0.0658267519619036,227,0.0
0,1,R&D,3,Other,1091,1,SalesExec,68330,13,22,3,19,11,16,1,1,3,3,3,6.775284608378871,0.2958256442069469,0.0590368489878789,244,0.0
0,1,R&D,2,LifeSci,1092,2,HR,68120,13,1,2,1,1,0,2,3,2,2,3,9.301751867413634,0.3001958535133747,0.0688947955967267,238,1.0
0,1,R&D,3,Tech,1093,2,MfgDir,51710,20,9,1,8,0,7,1,3,3,2,4,7.590319865319866,0.2993416486285417,0.068905543810876,231,0.0779220779220779
0,2,R&D,3,LifeSci,1094,2,ResearchDir,197400,14,24,2,22,4,7,4,4,3,4,3,7.232274805669867,0.3034566136863175,0.0612548998204053,243,0.0041152263374485
0,1,Sales,2,Medical,1095,4,Manager,187110,12,10,0,2,2,2,2,1,3,3,3,7.077287920700783,0.2989106698995872,0.0549729879729297,241,0.0
1,0,R&D,2,LifeSci,1096,1,SalesRep,36920,12,5,5,5,3,0,4,1,3,3,3,10.18785106382979,0.3072872386177187,0.103462637396159,235,1.0
1,1,HR,2,Medical,1097,5,SalesExec,25590,21,5,3,4,1,0,1,4,3,3,4,6.864824434824436,0.3123368053337576,0.0619818411618726,231,0.0
0,1,R&D,3,Tech,1098,3,HealthRep,25170,14,12,3,4,1,3,3,2,1,3,3,7.289100877192983,0.3020067484178845,0.0843132313723806,228,0.0043859649122807
0,1,R&D,3,LifeSci,1099,1,SalesExec,66230,18,14,3,5,1,4,3,2,3,3,3,6.413640223192624,0.3244837306466677,0.0855919716363255,229,0.0
0,1,R&D,3,Tech,1100,2,SalesExec,182650,12,18,4,13,5,7,3,1,4,3,3,7.383247126436782,0.3150053421008483,0.0862698054119564,232,0.021551724137931
0,1,Sales,4,LifeSci,1101,1,SalesExec,161240,23,8,2,5,1,4,3,4,3,2,4,8.327236652236651,0.29914275523368,0.075271018397926,231,0.8701298701298701
0,1,R&D,1,LifeSci,1102,3,LabTech,25850,12,9,5,4,0,1,4,4,2,3,3,9.212509298000928,0.291941333773963,0.0523285538878936,239,1.0
0,1,Sales,2,LifeSci,1103,3,MfgDir,182130,21,4,3,2,2,2,1,3,2,4,4,6.801304143126177,0.3073954000608315,0.0569150621635158,236,0.0
0,2,Sales,2,LifeSci,1104,2,HealthRep,83800,14,8,3,7,7,7,3,4,3,4,3,6.074546783625731,0.3226540923747998,0.081969333222463,228,0.0
0,2,R&D,4,LifeSci,1105,2,Manager,29940,18,12,2,4,0,3,2,3,3,3,3,7.784967320261439,0.2913075226752494,0.0924299283049588,238,0.226890756302521
0,1,Sales,3,LifeSci,1106,5,SalesExec,12230,13,10,3,10,0,9,2,3,2,3,3,6.450172246482291,0.2990099312931578,0.0798226822622562,229,0.0
0,2,Sales,3,LifeSci,1107,4,Scientist,11180,11,7,3,7,0,7,3,4,3,3,3,10.603598218471635,0.3048578698470023,0.0579225755516246,237,1.0
1,2,HR,4,HR,1108,2,SalesExec,28750,11,1,3,1,0,0,3,1,3,3,3,6.806472222222223,0.2888523660221067,0.0836460178003735,230,0.0
0,0,R&D,5,Medical,1109,2,SalesRep,188240,19,10,4,3,1,2,1,3,3,3,3,6.294956521739131,0.3190949717842405,0.0618234454395522,230,0.0
0,1,Sales,2,Tech,1110,2,HealthRep,135770,12,6,2,5,1,2,2,2,2,3,3,7.285151072124757,0.2990966340284111,0.0596582579719812,228,0.0043859649122807
0,2,R&D,4,LifeSci,1111,2,MfgDir,26250,12,16,4,15,6,11,3,4,3,3,3,8.92771402550091,0.3294682655291099,0.0778495583613643,244,1.0
1,1,R&D,3,Tech,1112,1,ResearchDir,187890,16,6,4,2,2,2,4,3,3,3,3,9.425028344671205,0.2962163133949537,0.0665899701839647,245,1.0
0,0,R&D,4,Medical,1113,1,Scientist,45380,11,16,3,8,1,7,3,2,4,3,3,6.003419540229885,0.2787650263095588,0.0557676606737651,232,0.0
0,1,R&D,3,Tech,1114,2,SalesExec,198470,14,6,6,0,0,0,4,1,3,3,3,7.890800865800866,0.310487553289182,0.0647784251756119,231,0.3506493506493506
0,1,R&D,3,Other,1115,1,LabTech,105120,12,10,2,10,7,9,1,1,3,3,3,6.986115942028985,0.3256863090370608,0.0656513920255641,230,0.0043478260869565
0,2,R&D,2,Medical,1116,1,Manager,44440,13,20,2,20,0,7,4,2,3,3,3,10.808027326106597,0.3194205987646055,0.0588674293783997,246,1.0
0,1,Sales,3,Marketing,1117,5,SalesRep,21540,21,29,3,1,0,0,4,4,2,3,4,9.888919376693766,0.2934403847406791,0.0608346132536116,246,1.0
1,2,R&D,3,LifeSci,1118,2,LabTech,191900,17,8,2,4,0,3,1,3,3,3,3,10.220872340425531,0.2866243589155201,0.0661410381049919,235,1.0
0,1,R&D,4,LifeSci,1119,1,SalesRep,44900,21,10,1,5,0,3,2,4,4,3,4,7.62043853427896,0.3124422376148752,0.0461646393067748,235,0.1191489361702127
0,2,Sales,4,LifeSci,1120,2,Scientist,35060,11,28,4,5,4,3,2,4,3,2,3,6.284957446808511,0.3273484392221463,0.0761681024875763,235,0.0
0,1,Sales,3,LifeSci,1121,1,SalesExec,23720,12,14,3,0,0,0,2,4,3,3,3,8.701982167352536,0.2999388565757154,0.0707608142182252,243,0.9835390946502056
1,2,Sales,1,LifeSci,1122,4,LabTech,102310,13,1,2,1,0,0,1,2,3,3,3,6.502103503918857,0.320276863785623,0.078711782777494,241,0.0
0,1,R&D,1,Medical,1123,1,SalesExec,54100,18,6,4,5,0,4,2,1,1,3,3,6.612638888888889,0.2731940590217707,0.0601812817170495,242,0.0
0,0,R&D,1,Medical,1124,3,Scientist,79780,16,5,2,5,1,4,3,3,2,3,3,6.665572318007662,0.3085968118148604,0.0979003667967812,232,0.0
0,0,Sales,1,Medical,1125,1,SalesExec,38670,11,4,4,4,2,3,3,1,4,4,3,9.812982456140352,0.2869403758194798,0.0545366478966289,247,1.0
0,0,R&D,3,LifeSci,1126,2,Scientist,28380,19,5,5,5,0,2,1,2,3,1,3,7.101659779614326,0.2813939241520278,0.0909832574299952,242,0.0
0,1,Sales,3,Marketing,1127,4,HealthRep,46950,16,14,2,14,2,1,1,4,2,3,3,6.024793447293448,0.2931772464940302,0.0816998630314525,234,0.0
0,1,R&D,3,Tech,1128,1,ResearchDir,33390,16,9,2,8,1,1,4,3,2,2,3,6.802054617909048,0.3106997195515236,0.0724547085840948,237,0.0
0,1,R&D,2,LifeSci,1129,2,Scientist,20800,13,8,6,7,7,6,3,1,2,4,3,6.771128328741965,0.2872119121705286,0.0472045326098472,242,0.0
0,1,R&D,4,Other,1130,2,LabTech,20960,22,6,2,5,0,2,1,1,2,4,4,7.720940972222222,0.2937442415643668,0.0566530357625005,240,0.1666666666666666
0,0,R&D,1,LifeSci,1131,3,Manager,62090,17,9,5,5,1,2,3,4,3,4,3,6.592589936247723,0.3059272002142607,0.0502664518639324,244,0.0
0,2,R&D,5,Tech,1132,2,HR,180610,14,10,2,10,8,7,4,1,3,3,3,6.921297468354431,0.2918174573939868,0.0588744595132811,237,0.0
1,1,Sales,5,LifeSci,1133,2,SalesRep,171230,15,6,2,4,0,3,3,4,2,2,3,6.3198641703377385,0.316981347080889,0.0741607005744648,227,0.0
0,1,R&D,2,Tech,1134,3,SalesRep,23720,12,20,3,1,0,0,1,1,2,2,3,7.179834247828075,0.2940873564978433,0.0497604220470157,243,0.0041152263374485
0,1,R&D,3,LifeSci,1135,2,SalesRep,48830,18,10,1,10,0,9,3,4,3,1,3,8.815632850241546,0.2719645005062051,0.0781787199940076,230,0.9956521739130436
0,1,Sales,3,LifeSci,1136,1,Manager,39040,15,7,2,7,0,7,4,4,3,3,3,7.891162551440329,0.2902695937499183,0.0641802413244265,243,0.3374485596707819
0,1,R&D,1,Medical,1137,2,Scientist,46270,17,8,2,1,0,0,4,4,3,2,3,7.298776400367309,0.2899774627808056,0.055891393327246,242,0.0041322314049586
1,2,R&D,1,Other,1138,3,SalesExec,70940,14,10,2,10,0,8,1,4,3,3,3,10.31769995210728,0.2974148930640825,0.0543490883888626,232,1.0
1,1,R&D,3,Medical,1139,1,Scientist,34230,15,15,4,2,2,2,1,1,2,3,3,10.80799433106576,0.2974095759807607,0.0624623646771068,245,1.0
0,1,R&D,3,Other,1140,3,Scientist,66740,17,9,2,4,2,3,1,3,2,3,3,7.896520531400966,0.3338001337555213,0.0740150839110628,230,0.4
0,2,R&D,4,Medical,1141,4,SalesExec,168800,14,9,2,9,2,8,4,3,3,3,3,7.898865836791148,0.3141555807084364,0.0770284083642567,241,0.4024896265560166
0,1,R&D,3,Medical,1142,1,Scientist,90940,12,10,0,10,0,9,1,3,3,3,3,7.480150273224044,0.27858249497693,0.0714968406656925,244,0.0532786885245901
0,2,R&D,5,Medical,1143,4,SalesExec,84460,14,7,3,6,1,2,4,2,3,2,3,7.958165458937198,0.3014475377636472,0.0602188228653603,230,0.4217391304347826
0,1,Sales,3,Marketing,1144,2,LabTech,119160,15,35,3,10,1,4,3,2,3,2,3,8.186591016548462,0.292161760737541,0.0508062101416373,235,0.723404255319149
0,1,Sales,3,Other,1145,1,MfgDir,45340,13,1,2,1,0,0,4,4,3,3,3,10.80473025711662,0.2937686375733896,0.0751899955286332,242,1.0
0,1,R&D,3,LifeSci,1146,2,SalesExec,98520,12,21,5,20,11,10,2,1,3,2,3,6.089092673459485,0.2994765173844406,0.0660589627896886,229,0.0
0,0,R&D,4,LifeSci,1147,2,Scientist,61510,13,20,3,20,3,7,4,3,3,3,3,6.591018922852983,0.2938467885197195,0.0876733234647925,229,0.0
0,0,R&D,2,LifeSci,1148,2,HealthRep,23020,14,13,3,11,4,8,3,3,4,3,3,6.1036706349206336,0.3034698935571522,0.049547995233114,238,0.0
0,1,R&D,3,Medical,1149,2,HR,23620,13,9,2,5,1,4,3,1,3,4,3,10.512341915085818,0.2983489970874967,0.0756698564650587,246,1.0
0,1,R&D,4,Other,1150,1,MfgDir,178610,11,4,5,4,1,2,2,3,2,1,3,6.875998155832181,0.2777701874827427,0.0830231247679857,241,0.0
0,1,R&D,3,LifeSci,1151,2,Scientist,191870,11,5,2,5,1,4,4,4,4,3,3,6.994301453352087,0.2868470375093406,0.0793076083959964,237,0.0
0,2,R&D,3,Medical,1152,3,Scientist,197170,21,10,1,10,9,4,4,3,4,2,4,7.811326648224988,0.2861705214637148,0.0622526520586838,241,0.2489626556016597
0,1,R&D,1,Medical,1153,5,Scientist,35440,18,15,3,11,5,10,2,2,3,2,3,6.160280092592592,0.3100002259843171,0.0589972551825342,240,0.0
0,1,Sales,5,Medical,1154,2,LabTech,85000,12,6,2,2,1,2,3,2,3,3,3,6.20880445423397,0.287832750086872,0.0578699632134834,227,0.0
0,1,HR,4,LifeSci,1155,2,Scientist,46610,11,12,3,12,1,7,4,2,2,2,3,6.082088249754179,0.2964461348150412,0.0547695105279254,226,0.0
0,1,R&D,2,Medical,1156,5,SalesExec,41030,15,7,2,2,0,2,4,3,2,3,3,10.194130901287554,0.2869435578350818,0.0694346357812706,233,1.0
0,1,R&D,4,LifeSci,1157,2,SalesExec,42490,13,25,2,17,12,11,1,3,3,2,3,7.778402777777777,0.3163739551923905,0.0706134938079931,232,0.2413793103448276
0,0,R&D,3,LifeSci,1158,2,Scientist,140260,12,1,4,1,0,0,2,3,2,3,3,6.171750478927202,0.3012434264376097,0.0844067722125092,232,0.0
0,1,R&D,3,LifeSci,1159,2,SalesExec,68930,17,16,3,15,5,8,4,2,3,3,3,7.904476359338061,0.3052020357905852,0.0902238743268823,235,0.3872340425531915
0,1,R&D,4,Medical,1160,3,SalesExec,61250,13,3,3,2,1,2,1,3,3,3,3,7.180814009661836,0.2841588228770543,0.0525615575704661,230,0.0
0,2,R&D,4,Other,1161,2,Scientist,36690,19,10,2,8,7,7,1,3,3,3,3,6.509626951331497,0.2989881595306959,0.0631223331845479,242,0.0
0,1,R&D,3,Medical,1162,2,LabTech,100080,19,9,3,4,1,2,4,1,2,1,3,9.767906420765028,0.2937632922576048,0.0625584451589211,244,1.0
0,1,Sales,2,Medical,1163,1,HealthRep,23870,17,12,1,5,1,0,4,4,3,1,3,7.698772554605887,0.2928466406319492,0.0602844372680368,234,0.141025641025641
0,0,R&D,2,Medical,1164,1,SalesExec,46390,11,14,2,13,5,12,3,2,1,2,3,7.228134756657484,0.3229209325538293,0.0702747853445059,242,0.0041322314049586
0,1,R&D,3,LifeSci,1165,2,HealthRep,78980,15,5,2,2,2,2,4,3,3,2,3,10.39878884180791,0.3118767788076581,0.0670572773401252,236,1.0
0,1,HR,1,HR,1166,2,SalesExec,25340,11,4,1,3,1,2,4,3,4,3,3,6.400190058479533,0.304358124760316,0.050082195658576,228,0.0
0,1,R&D,3,Medical,1167,2,SalesExec,131420,25,10,4,10,0,8,2,3,3,3,4,8.004882434301521,0.3037560948927644,0.060058696700173,241,0.5186721991701245
0,1,Sales,4,Medical,1168,3,HealthRep,16110,14,10,2,9,8,1,2,4,3,2,3,9.103674504379898,0.2728170657760315,0.0516400092128007,241,1.0
0,1,R&D,2,Tech,1169,3,MfgDir,53630,13,6,4,6,4,1,3,2,3,3,3,6.986453779599271,0.3130516995024641,0.0629658370209182,244,0.0
0,1,R&D,4,Medical,1170,2,ResearchDir,50710,17,8,3,1,0,0,1,4,2,2,3,6.164745370370369,0.2879031252735794,0.0614439145101585,228,0.0
0,1,R&D,2,Medical,1171,3,SalesExec,136950,13,3,3,2,2,2,2,2,3,3,3,6.009841772151899,0.2769927750276151,0.0543484747778856,237,0.0
0,1,R&D,4,LifeSci,1172,1,SalesExec,134020,14,18,1,7,1,7,1,4,3,3,3,8.018078206962327,0.2871280977493544,0.0700648951735432,233,0.5150214592274678
0,1,Sales,4,Medical,1173,2,ResearchDir,20290,11,20,3,18,1,11,2,3,3,2,3,8.000954106280194,0.2894694941632965,0.0573930145977651,230,0.4913043478260869
0,1,R&D,3,LifeSci,1174,2,Manager,63770,12,14,3,14,5,7,3,4,3,3,3,7.898323877068559,0.2786291935778965,0.0525236043538645,235,0.3702127659574468
0,1,R&D,3,LifeSci,1175,4,SalesExec,54290,17,16,3,16,6,8,3,4,3,3,3,9.385844859382203,0.3013058703212625,0.0703850448641126,241,1.0
0,1,R&D,4,Medical,1176,2,MfgDir,27850,21,6,2,5,0,4,1,3,2,3,4,7.971588934613626,0.3030622357812953,0.0717840245961058,243,0.4526748971193415
0,0,R&D,4,Other,1177,1,Manager,46140,16,16,3,9,0,0,1,4,2,3,3,6.804641393442623,0.3015764385721903,0.1090736050040707,244,0.0
0,1,R&D,1,LifeSci,1178,1,SalesRep,26100,15,6,2,4,1,2,2,4,3,3,3,10.805340038314176,0.3209880258495206,0.05560863401153,232,1.0
0,1,Sales,5,Medical,1179,3,Scientist,66870,19,2,0,2,1,2,3,1,3,3,3,8.159645513714551,0.3156187623346605,0.0659131217391982,239,0.6736401673640168
0,0,R&D,4,LifeSci,1180,2,ResearchDir,47240,12,21,4,6,1,3,4,4,2,4,3,6.306303506375228,0.3037307264205849,0.0584599603176164,244,0.0
1,2,R&D,4,LifeSci,1181,2,MfgDir,61790,11,1,3,1,1,0,4,1,2,3,3,8.025331384015594,0.3086347450083829,0.0596761443828218,228,0.5131578947368421
0,1,R&D,3,LifeSci,1182,2,LabTech,61200,19,10,2,9,3,4,1,4,3,3,3,7.792490855052584,0.3012393338429647,0.0690570002785933,243,0.2386831275720164
0,2,R&D,1,Medical,1183,2,SalesExec,105960,15,18,3,4,0,2,4,2,3,2,3,7.8441184086629,0.2942890340328411,0.0761524220736857,236,0.3135593220338983
0,0,R&D,1,LifeSci,1184,1,SalesExec,54670,20,13,6,13,1,9,3,3,2,2,4,6.592797017797018,0.328522501484154,0.0722675164538386,231,0.0
1,1,R&D,4,Medical,1185,2,SalesRep,29960,25,4,4,2,2,2,1,4,4,3,4,10.903593117408908,0.3193603817771926,0.0573400601487733,247,1.0
0,1,R&D,1,LifeSci,1186,3,Scientist,99980,24,24,3,22,4,14,1,3,2,2,4,7.3988672586520945,0.3036913449761391,0.0454287151642771,244,0.0286885245901639
1,1,Sales,4,Other,1187,2,SalesExec,40780,24,14,3,10,9,8,4,3,1,3,4,6.820679413179413,0.3070757752756404,0.0672544214732373,231,0.0
0,1,R&D,4,LifeSci,1188,1,HealthRep,109200,15,21,3,20,0,10,1,2,3,4,3,7.800049645390072,0.3056333064408514,0.0739519103654365,235,0.251063829787234
