has_left,business_travel,department,education,education_field,employee_id,job_level,job_role,monthly_income,percent_salary_hike,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating
0,1,Sales,3,Other,1145,1,MfgDir,45340,13,1,2,1,0,0,4,4,3,3,3
0,1,R&D,3,LifeSci,1146,2,SalesExec,98520,12,21,5,20,11,10,2,1,3,2,3
0,0,R&D,4,LifeSci,1147,2,Scientist,61510,13,20,3,20,3,7,4,3,3,3,3
0,0,R&D,2,LifeSci,1148,2,HealthRep,23020,14,13,3,11,4,8,3,3,4,3,3
0,1,R&D,3,Medical,1149,2,HR,23620,13,9,2,5,1,4,3,1,3,4,3
0,1,R&D,4,Other,1150,1,MfgDir,178610,11,4,5,4,1,2,2,3,2,1,3
0,1,R&D,3,LifeSci,1151,2,Scientist,191870,11,5,2,5,1,4,4,4,4,3,3
0,2,R&D,3,Medical,1152,3,Scientist,197170,21,10,1,10,9,4,4,3,4,2,4
0,1,R&D,1,Medical,1153,5,Scientist,35440,18,15,3,11,5,10,2,2,3,2,3
0,1,Sales,5,Medical,1154,2,LabTech,85000,12,6,2,2,1,2,3,2,3,3,3
0,1,HR,4,LifeSci,1155,2,Scientist,46610,11,12,3,12,1,7,4,2,2,2,3
0,1,R&D,2,Medical,1156,5,SalesExec,41030,15,7,2,2,0,2,4,3,2,3,3
0,1,R&D,4,LifeSci,1157,2,SalesExec,42490,13,25,2,17,12,11,1,3,3,2,3
0,0,R&D,3,LifeSci,1158,2,Scientist,140260,12,1,4,1,0,0,2,3,2,3,3
0,1,R&D,3,LifeSci,1159,2,SalesExec,68930,17,16,3,15,5,8,4,2,3,3,3
0,1,R&D,4,Medical,1160,3,SalesExec,61250,13,3,3,2,1,2,1,3,3,3,3
0,2,R&D,4,Other,1161,2,Scientist,36690,19,10,2,8,7,7,1,3,3,3,3
0,1,R&D,3,Medical,1162,2,LabTech,100080,19,9,3,4,1,2,4,1,2,1,3
0,1,Sales,2,Medical,1163,1,HealthRep,23870,17,12,1,5,1,0,4,4,3,1,3
0,0,R&D,2,Medical,1164,1,SalesExec,46390,11,14,2,13,5,12,3,2,1,2,3
0,1,R&D,3,LifeSci,1165,2,HealthRep,78980,15,5,2,2,2,2,4,3,3,2,3
0,1,HR,1,HR,1166,2,SalesExec,25340,11,4,1,3,1,2,4,3,4,3,3
0,1,R&D,3,Medical,1167,2,SalesExec,131420,25,10,4,10,0,8,2,3,3,3,4
0,1,Sales,4,Medical,1168,3,HealthRep,16110,14,10,2,9,8,1,2,4,3,2,3
0,1,R&D,2,Tech,1169,3,MfgDir,53630,13,6,4,6,4,1,3,2,3,3,3
0,1,R&D,4,Medical,1170,2,ResearchDir,50710,17,8,3,1,0,0,1,4,2,2,3
0,1,R&D,2,Medical,1171,3,SalesExec,136950,13,3,3,2,2,2,2,2,3,3,3
0,1,R&D,4,LifeSci,1172,1,SalesExec,134020,14,18,1,7,1,7,1,4,3,3,3
0,1,Sales,4,Medical,1173,2,ResearchDir,20290,11,20,3,18,1,11,2,3,3,2,3
0,1,R&D,3,LifeSci,1174,2,Manager,63770,12,14,3,14,5,7,3,4,3,3,3
0,1,R&D,3,LifeSci,1175,4,SalesExec,54290,17,16,3,16,6,8,3,4,3,3,3
0,1,R&D,4,Medical,1176,2,MfgDir,27850,21,6,2,5,0,4,1,3,2,3,4
0,0,R&D,4,Other,1177,1,Manager,46140,16,16,3,9,0,0,1,4,2,3,3
0,1,R&D,1,LifeSci,1178,1,SalesRep,26100,15,6,2,4,1,2,2,4,3,3,3
0,1,Sales,5,Medical,1179,3,Scientist,66870,19,2,0,2,1,2,3,1,3,3,3
0,0,R&D,4,LifeSci,1180,2,ResearchDir,47240,12,21,4,6,1,3,4,4,2,4,3
1,2,R&D,4,LifeSci,1181,2,MfgDir,61790,11,1,3,1,1,0,4,1,2,3,3
0,1,R&D,3,LifeSci,1182,2,LabTech,61200,19,10,2,9,3,4,1,4,3,3,3
0,2,R&D,1,Medical,1183,2,SalesExec,105960,15,18,3,4,0,2,4,2,3,2,3
0,0,R&D,1,LifeSci,1184,1,SalesExec,54670,20,13,6,13,1,9,3,3,2,2,4
1,1,R&D,4,Medical,1185,2,SalesRep,29960,25,4,4,2,2,2,1,4,4,3,4
0,1,R&D,1,LifeSci,1186,3,Scientist,99980,24,24,3,22,4,14,1,3,2,2,4
1,1,Sales,4,Other,1187,2,SalesExec,40780,24,14,3,10,9,8,4,3,1,3,4
0,1,R&D,4,LifeSci,1188,1,HealthRep,109200,15,21,3,20,0,10,1,2,3,4,3
0,1,Sales,3,Medical,1189,1,LabTech,62320,13,8,3,8,1,7,4,3,3,3,3
0,0,Sales,1,Medical,1190,1,HR,132470,14,15,3,15,11,11,4,4,2,3,3
0,1,R&D,5,Medical,1191,1,HealthRep,40810,13,14,3,5,0,4,3,2,3,3,3
0,1,Sales,4,LifeSci,1192,2,Scientist,57690,11,4,3,4,1,2,4,1,3,3,3
0,1,R&D,3,Medical,1193,2,HealthRep,23940,16,9,3,9,1,7,3,4,3,3,3
0,1,R&D,3,Medical,1194,3,SalesRep,39040,22,10,3,10,1,9,1,4,3,2,4
1,2,Sales,2,LifeSci,1195,2,LabTech,167990,14,12,2,6,0,1,2,3,3,2,3
0,1,R&D,4,LifeSci,1196,1,HealthRep,29500,14,8,1,6,0,0,2,3,2,2,3
0,1,Sales,3,LifeSci,1197,1,LabTech,36290,16,8,2,5,0,1,4,3,3,4,3
0,1,Sales,4,LifeSci,1198,1,Scientist,93620,11,8,6,2,2,2,3,3,3,3,3
0,2,Sales,2,LifeSci,1199,2,MfgDir,32290,25,10,2,10,0,2,3,3,4,2,4
0,1,R&D,4,LifeSci,1200,1,Manager,35780,14,20,2,5,0,2,3,3,3,3,3
0,1,HR,1,LifeSci,1201,2,Scientist,79880,18,4,3,4,1,1,3,4,3,3,3
0,1,R&D,3,Medical,1202,3,SalesExec,42840,11,10,5,4,0,3,4,2,3,2,3
0,1,R&D,3,Medical,1203,2,SalesRep,75530,19,5,3,5,0,4,4,1,1,3,3
1,1,R&D,3,Medical,1204,1,Scientist,173280,15,20,1,3,2,0,4,1,3,3,3
0,1,Sales,3,Medical,1205,2,SalesExec,197010,11,21,3,20,9,6,2,4,2,4,3
0,0,R&D,4,LifeSci,1206,4,SalesExec,147320,12,10,3,9,1,7,2,1,3,3,3
0,1,R&D,4,Medical,1207,2,Manager,92780,20,5,3,4,0,0,4,3,3,3,4
0,2,R&D,1,Tech,1208,1,SalesExec,13590,12,17,2,5,0,3,3,4,3,3,3
0,1,R&D,1,Medical,1209,1,Scientist,47790,14,9,3,7,1,7,4,1,3,3,3
0,1,R&D,2,Medical,1210,1,LabTech,164220,20,6,3,6,0,3,2,2,3,3,4
0,2,R&D,1,Medical,1211,3,HealthRep,29960,18,17,2,9,0,8,4,2,2,2,3
0,1,Sales,3,Medical,1212,1,SalesExec,12610,14,6,6,4,1,2,2,3,4,3,3
1,1,R&D,2,LifeSci,1213,1,Scientist,20990,12,8,2,6,0,5,2,4,1,3,3
0,2,Sales,4,LifeSci,1214,2,MfgDir,58100,21,10,2,10,1,7,3,2,3,3,4
1,1,R&D,3,LifeSci,1215,1,SalesExec,56470,19,7,2,0,0,0,4,3,3,3,3
0,2,R&D,2,Medical,1216,2,Scientist,34200,14,8,3,8,3,0,4,3,3,3,3
0,1,Sales,4,Medical,1217,4,MfgDir,44000,17,6,3,2,2,2,1,2,3,2,3
0,2,R&D,2,Medical,1218,2,Scientist,35000,16,8,2,7,3,6,4,4,2,2,3
0,1,Sales,2,Marketing,1219,5,SalesRep,20660,12,12,3,1,0,0,3,1,2,3,3
0,1,R&D,4,Medical,1220,2,LabTech,171690,17,1,2,1,0,0,4,3,3,3,3
0,2,Sales,4,LifeSci,1221,2,HealthRep,41620,15,10,1,9,1,8,4,3,3,3,3
0,1,R&D,3,LifeSci,1222,1,SalesExec,92040,23,17,2,7,7,7,3,3,2,3,4
0,1,HR,4,HR,1223,2,Manager,32940,11,6,2,5,0,3,1,2,3,3,3
0,1,Sales,4,LifeSci,1224,2,LabTech,21270,11,10,3,9,0,8,4,3,3,2,3
0,1,R&D,2,Medical,1225,2,LabTech,39750,15,5,3,5,4,3,3,3,2,3,3
0,1,R&D,3,Tech,1226,1,LabTech,107930,11,3,1,2,1,2,2,4,3,2,3
1,1,R&D,4,LifeSci,1227,5,ResearchDir,100960,13,6,2,4,0,3,3,3,3,3,3
0,1,R&D,2,LifeSci,1228,4,LabTech,36460,14,10,3,10,8,8,2,1,3,4,3
0,1,HR,3,HR,1229,2,ResearchDir,74460,19,7,3,6,0,5,1,2,2,3,3
0,0,R&D,3,LifeSci,1230,3,SalesExec,108510,16,1,2,1,0,0,4,4,2,4,3
0,1,R&D,3,Medical,1231,2,Manager,21090,13,31,3,25,3,7,1,4,3,3,3
0,1,R&D,3,LifeSci,1232,1,MfgDir,37220,14,6,0,3,1,2,4,4,3,3,3
0,0,R&D,5,LifeSci,1233,3,Scientist,93800,16,5,2,4,1,3,1,3,2,2,3
1,1,R&D,3,LifeSci,1234,1,ResearchDir,54860,12,10,2,5,0,3,3,1,3,3,3
0,1,Sales,3,Marketing,1235,4,Scientist,27420,11,13,2,12,2,11,1,2,3,3,3
0,1,Sales,3,LifeSci,1236,2,MfgDir,137570,12,0,3,0,0,0,3,4,3,3,3
1,1,Sales,2,Marketing,1237,2,Scientist,84630,13,8,2,4,1,3,2,1,3,1,3
0,1,Sales,1,LifeSci,1238,5,HR,31620,15,26,4,14,4,8,3,3,2,3,3
1,2,R&D,3,Medical,1239,2,MfgDir,165980,13,10,2,10,6,7,2,1,3,3,3
0,1,R&D,3,Tech,1240,2,LabTech,66510,20,10,5,9,4,2,3,2,3,2,4
0,1,R&D,1,LifeSci,1241,1,MfgDir,23450,15,24,0,22,5,17,1,4,3,3,3
0,1,Sales,3,LifeSci,1242,1,Scientist,34200,13,22,3,2,2,1,2,1,2,1,3
0,1,Sales,3,Medical,1243,1,MfgDir,43730,14,7,3,1,0,0,3,4,3,3,3
0,1,HR,3,LifeSci,1244,5,HealthRep,47590,21,9,2,4,1,3,4,4,4,3,4
0,1,R&D,4,Tech,1245,1,Scientist,53010,16,10,3,10,1,8,4,3,3,3,3
1,1,HR,4,Medical,1246,1,SalesExec,36730,14,19,3,1,0,0,4,4,4,3,3
1,1,HR,5,HR,1247,3,SalesExec,47680,11,6,2,2,2,0,2,4,2,2,3
0,1,Sales,5,Tech,1248,1,ResearchDir,12740,19,6,3,5,1,4,4,3,2,2,3
1,1,R&D,4,Medical,1249,1,ResearchDir,49000,11,3,3,3,0,2,1,3,3,2,3
0,1,Sales,4,Marketing,1250,3,MfgDir,104660,13,2,1,2,2,2,4,4,3,3,3
0,1,R&D,1,LifeSci,1251,4,SalesExec,170070,12,6,2,1,0,0,2,1,4,2,3
0,2,Sales,2,Marketing,1252,4,HR,29090,11,10,2,5,1,3,3,1,3,2,3
0,1,R&D,1,Medical,1253,1,Scientist,57650,14,1,2,1,0,0,3,4,3,3,3
0,1,Sales,2,Marketing,1254,3,Scientist,45990,15,1,3,1,0,0,4,1,3,2,3
1,1,Sales,3,Marketing,1255,2,Manager,24040,12,1,6,1,0,1,1,3,2,3,3
0,2,Sales,3,LifeSci,1256,4,HealthRep,31720,20,9,1,9,1,7,4,3,3,3,4
0,2,R&D,4,Medical,1257,1,Scientist,20330,14,12,3,12,3,7,3,4,3,1,3
1,1,Sales,4,Marketing,1258,2,SalesExec,102090,13,23,2,22,15,8,2,3,3,3,3
0,0,R&D,2,Tech,1259,1,Scientist,86200,13,10,2,9,8,7,2,3,3,2,3
0,1,R&D,3,LifeSci,1260,3,SalesExec,20640,16,8,3,1,0,0,2,2,3,2,3
0,2,R&D,3,Tech,1261,3,SalesExec,40350,14,14,2,9,0,8,1,4,3,3,3
0,1,R&D,4,Medical,1262,3,Scientist,38380,16,1,2,1,0,1,4,4,3,3,3
1,1,R&D,4,Tech,1263,1,SalesExec,45910,16,23,6,1,0,0,1,3,3,1,3
1,1,R&D,1,Medical,1264,1,SalesExec,25610,22,2,3,2,2,2,3,3,2,3,4
0,1,R&D,1,Medical,1265,3,Scientist,15630,12,9,3,4,1,3,2,1,2,3,3
0,0,R&D,4,Tech,1266,3,MfgDir,48980,15,10,2,4,2,3,3,1,3,3,3
0,1,R&D,4,LifeSci,1267,3,SalesExec,47890,20,5,2,2,0,0,3,4,2,3,4
0,2,Sales,4,LifeSci,1268,1,HR,31800,14,15,2,15,8,12,1,4,3,3,3
0,2,R&D,3,Medical,1269,3,MfgDir,65490,20,9,3,9,1,8,2,1,2,3,4
0,1,HR,2,LifeSci,1270,1,LabTech,63880,13,4,6,2,2,2,3,1,3,2,3
0,1,Sales,2,LifeSci,1271,2,Scientist,112440,12,10,3,7,1,7,4,4,2,3,3
0,1,Sales,3,Marketing,1272,4,HR,160320,13,7,2,7,0,7,1,3,4,3,3
0,1,R&D,3,Other,1273,2,SalesExec,23620,11,9,2,9,7,8,1,4,3,3,3
0,2,R&D,3,Medical,1274,2,MfgDir,163280,17,10,2,10,9,9,4,4,3,3,3
0,1,Sales,4,Marketing,1275,4,Scientist,83760,14,29,2,27,13,8,2,3,2,3,3
0,1,R&D,3,Tech,1276,1,LabTech,166060,11,28,6,21,7,9,1,1,2,3,3
0,1,Sales,2,Marketing,1277,2,SalesExec,86060,14,17,3,17,12,8,3,3,3,3,3
0,1,R&D,3,Medical,1278,3,Scientist,22720,17,21,2,5,0,2,4,3,3,3,3
0,2,R&D,3,LifeSci,1279,2,LabTech,20180,13,6,5,6,0,3,2,2,3,3,3
0,1,R&D,2,Medical,1280,1,SalesExec,70830,12,25,5,1,0,0,2,1,3,3,3
0,2,HR,3,Other,1281,2,SalesRep,40840,13,5,3,3,1,2,2,1,2,3,3
1,1,Sales,2,LifeSci,1282,4,LabTech,144110,18,2,2,1,0,0,4,3,2,4,3
0,2,R&D,4,LifeSci,1283,3,Scientist,23080,19,20,4,4,1,3,1,3,2,2,3
0,1,R&D,4,LifeSci,1284,1,SalesRep,48410,11,6,3,5,0,4,3,2,3,3,3
0,1,R&D,2,Medical,1285,3,SalesExec,42850,21,1,2,1,1,0,3,2,3,1,4
0,1,Sales,4,LifeSci,1286,2,MfgDir,97150,15,10,1,10,0,9,2,2,3,2,3
0,1,R&D,3,LifeSci,1287,2,SalesRep,43200,17,5,2,1,0,0,2,4,3,3,3
0,1,R&D,3,Medical,1288,2,ResearchDir,21320,18,11,3,11,1,8,3,4,3,3,3
0,1,R&D,4,Medical,1289,2,HealthRep,101240,14,16,2,15,2,8,3,1,3,4,3
0,1,HR,3,HR,1290,1,SalesExec,54730,13,17,3,0,0,0,4,1,4,1,3
0,1,R&D,3,LifeSci,1291,3,SalesExec,52070,17,16,3,5,0,2,1,3,4,3,3
0,1,R&D,3,Medical,1292,3,Manager,164370,15,16,0,4,0,2,2,2,3,3,3
0,1,Sales,3,LifeSci,1293,4,HR,22960,18,10,2,10,3,0,4,4,2,3,3
0,1,R&D,4,LifeSci,1294,3,HR,40690,13,6,5,6,0,4,2,3,3,3,3
0,1,R&D,3,LifeSci,1295,2,LabTech,74410,12,24,4,1,1,0,1,4,3,3,3
0,0,Sales,1,Marketing,1296,2,LabTech,24300,13,17,2,13,1,9,2,4,3,4,3
0,1,R&D,2,Medical,1297,1,Scientist,58780,14,5,1,5,1,3,1,2,3,3,3
0,1,HR,1,Medical,1298,2,SalesExec,26440,11,37,2,6,0,2,4,4,2,3,3
0,1,R&D,3,Medical,1299,2,LabTech,64390,22,3,2,0,0,0,3,1,3,3,4
0,1,R&D,4,LifeSci,1300,5,MfgDir,24510,17,10,2,4,0,3,4,4,3,2,3
0,1,Sales,2,Tech,1301,1,SalesRep,63920,21,11,2,11,10,8,3,4,3,4,4
1,1,Sales,2,Medical,1302,2,Scientist,97140,22,9,0,9,4,7,3,4,3,3,4
0,2,R&D,3,Medical,1303,1,HealthRep,60770,16,22,2,22,11,11,3,2,2,2,3
0,1,R&D,4,LifeSci,1304,5,SalesRep,24500,12,11,2,10,1,0,3,4,1,3,3
0,1,R&D,3,LifeSci,1305,1,MfgDir,92500,12,11,0,11,2,7,3,2,2,3,3
0,2,R&D,1,Medical,1306,1,LabTech,20740,15,21,3,10,9,5,3,1,2,3,3
0,1,Sales,3,Marketing,1307,1,Scientist,101690,14,12,6,11,5,7,2,3,3,2,3
0,1,R&D,1,Medical,1308,1,LabTech,48550,25,16,2,4,0,3,1,3,1,2,4
0,1,Sales,2,Marketing,1309,2,Scientist,40870,20,4,1,3,0,2,1,3,2,3,4
0,0,Sales,4,Medical,1310,2,LabTech,23670,13,5,2,5,0,4,2,3,4,2,3
0,1,R&D,4,LifeSci,1311,2,SalesExec,29720,14,38,2,37,1,8,4,3,2,4,3
0,0,R&D,2,Medical,1312,1,Scientist,195860,16,17,3,3,1,2,2,2,4,2,3
1,1,HR,3,HR,1313,2,HealthRep,54840,17,7,4,3,0,2,3,1,3,3,3
0,1,HR,2,HR,1314,1,SalesRep,20610,15,1,2,1,0,0,4,1,3,2,3
1,2,Sales,4,LifeSci,1315,2,HealthRep,99240,22,1,3,1,1,0,4,4,3,3,4
0,1,R&D,4,Other,1316,4,LabTech,41980,22,16,2,16,2,10,1,3,3,2,4
0,0,Sales,2,LifeSci,1317,1,Scientist,68150,20,17,3,1,0,0,3,4,4,3,4
0,0,R&D,2,LifeSci,1318,2,SalesExec,47230,14,30,0,3,2,2,3,4,3,3,3
0,2,R&D,4,Medical,1319,4,Scientist,61420,13,28,3,8,0,7,1,2,2,2,3
1,1,Sales,1,Marketing,1320,2,ResearchDir,82370,13,6,6,6,0,3,3,3,3,2,3
0,1,R&D,3,Tech,1321,1,LabTech,88530,22,2,3,2,2,1,4,4,3,3,4
0,1,R&D,1,LifeSci,1322,1,SalesRep,193310,12,1,2,0,0,0,2,4,3,3,3
0,2,R&D,3,LifeSci,1323,1,SalesExec,20730,14,23,4,13,12,8,1,1,2,3,3
1,2,HR,4,LifeSci,1324,5,SalesExec,55620,15,9,3,9,0,6,1,3,3,3,3
0,0,R&D,3,LifeSci,1325,1,LabTech,196130,17,23,5,5,4,4,4,4,3,3,3
0,1,R&D,1,LifeSci,1326,2,LabTech,34070,13,6,4,5,1,2,2,3,3,3,3
0,1,Sales,3,Marketing,1327,2,SalesRep,50630,12,12,2,1,0,0,3,2,3,3,3
0,1,Sales,1,Tech,1328,1,LabTech,46390,12,12,3,5,1,3,3,4,3,3,3
0,1,Sales,2,Medical,1329,2,HealthRep,48760,21,14,3,11,5,8,3,1,3,3,4
0,2,HR,3,Medical,1330,1,Scientist,26900,11,10,1,9,2,8,2,4,3,3,3
0,1,R&D,3,Medical,1331,2,MfgDir,175670,13,7,6,1,0,0,1,4,3,3,3
0,2,R&D,4,LifeSci,1332,1,SalesExec,24080,12,25,3,25,4,12,3,4,4,3,3
0,2,R&D,3,LifeSci,1333,3,HealthRep,28140,24,10,2,10,0,9,1,3,2,3,4
0,0,Sales,3,LifeSci,1334,2,SalesExec,112450,21,8,3,7,0,7,3,2,4,3,4
1,1,R&D,3,LifeSci,1335,2,LabTech,33120,19,7,1,5,4,3,2,2,3,1,3
0,1,R&D,2,Other,1336,2,SalesRep,190490,14,23,2,20,15,15,1,3,3,3,3
1,1,R&D,4,Tech,1337,3,SalesExec,21410,20,12,2,7,7,7,2,3,2,3,4
0,1,Sales,3,Medical,1338,2,Manager,57690,19,5,4,5,4,3,3,2,2,2,3
1,1,Sales,2,Medical,1339,1,Scientist,43850,13,40,2,40,15,6,4,4,2,2,3
1,1,R&D,2,LifeSci,1340,1,Manager,53320,23,0,2,0,0,0,4,3,2,3,4
0,1,Sales,4,Tech,1341,1,SalesExec,46630,13,3,1,2,2,1,3,4,3,3,3
0,1,R&D,3,LifeSci,1342,1,SalesExec,47240,11,16,3,15,5,11,3,1,2,2,3
0,2,Sales,2,LifeSci,1343,1,SalesExec,32110,13,18,2,3,1,2,2,3,3,4,3
0,2,R&D,4,LifeSci,1344,2,SalesExec,53770,14,16,3,2,2,1,3,4,3,4,3
1,1,R&D,1,Medical,1345,2,SalesExec,40660,22,4,2,2,2,2,2,3,3,2,4
0,1,R&D,2,Other,1346,1,MfgDir,52080,11,12,2,9,0,7,3,3,3,1,3
0,1,R&D,4,LifeSci,1347,2,SalesExec,48770,13,8,5,8,5,7,3,3,3,4,3
0,1,HR,1,HR,1348,2,Scientist,31170,21,7,2,3,0,1,2,2,3,4,4
1,2,R&D,3,LifeSci,1349,1,Manager,15690,11,18,2,4,0,3,1,4,3,4,3
0,1,R&D,3,LifeSci,1350,1,Scientist,196580,13,17,3,15,5,9,4,3,4,4,3
0,1,Sales,1,Medical,1351,3,Scientist,30690,14,6,3,2,2,2,1,3,3,2,3
0,1,R&D,1,Medical,1352,2,LabTech,104350,11,12,5,11,4,7,3,4,1,3,3
1,1,R&D,4,LifeSci,1353,2,ResearchDir,41480,15,10,0,5,0,4,1,1,4,2,3
0,1,R&D,1,Tech,1354,2,HealthRep,57680,23,9,4,6,0,3,3,4,2,3,4
0,1,R&D,4,LifeSci,1355,2,ResearchDir,50420,16,19,4,3,2,2,4,3,3,3,3
0,1,Sales,3,Marketing,1356,2,LabTech,57700,16,5,2,5,0,4,1,3,2,4,3
0,2,Sales,3,Marketing,1357,3,LabTech,77560,21,9,3,8,0,7,4,4,4,3,4
0,1,R&D,3,Medical,1358,3,SalesExec,103060,13,8,5,3,2,2,4,1,3,3,3
0,1,Sales,3,Medical,1359,2,Scientist,39360,11,6,3,5,1,2,2,4,3,3,3
0,2,Sales,2,Medical,1360,3,MfgDir,79450,12,21,6,7,7,7,4,1,2,2,3
0,1,R&D,4,Medical,1361,4,Scientist,57430,12,7,2,5,1,4,3,1,3,4,3
0,1,R&D,3,Other,1362,5,MfgDir,152020,18,1,2,1,0,0,2,2,3,2,3
0,2,R&D,4,Medical,1363,2,MfgDir,54400,12,20,2,20,2,13,2,2,3,3,3
0,1,Sales,1,Marketing,1364,3,LabTech,37600,14,10,2,10,0,6,3,2,3,3,3
0,1,Sales,2,LifeSci,1365,5,MfgDir,35170,12,13,1,7,4,5,2,3,1,2,3
0,1,Sales,4,Tech,1366,1,Scientist,25800,17,20,3,17,0,15,2,2,1,3,3
0,2,Sales,2,LifeSci,1367,1,MfgDir,21660,19,9,4,9,3,7,2,4,3,1,3
0,0,R&D,4,Tech,1368,3,HealthRep,58690,11,10,6,10,0,9,4,3,3,4,3
0,1,R&D,3,Other,1369,3,ResearchDir,80080,15,10,4,1,0,0,2,3,3,3,3
0,1,Sales,3,Marketing,1370,1,Scientist,52060,11,9,4,1,0,0,2,2,2,1,3
0,1,R&D,2,Tech,1371,4,LabTech,52950,18,15,4,12,2,11,3,4,2,3,3
0,2,Sales,4,Marketing,1372,2,MfgDir,164130,16,6,1,4,1,2,3,3,3,3,3
0,1,R&D,3,Medical,1373,1,LabTech,132690,25,2,2,2,2,2,3,4,3,3,4
0,0,R&D,3,Medical,1374,1,HealthRep,27830,16,6,2,2,2,2,4,2,1,4,3
0,1,Sales,4,LifeSci,1375,2,HealthRep,54330,13,5,4,5,0,2,3,4,1,2,3
0,1,R&D,3,LifeSci,1376,2,MfgDir,20130,14,12,5,5,1,4,3,4,1,3,3
0,0,R&D,3,LifeSci,1377,1,MfgDir,139660,19,1,1,1,0,1,3,3,2,3,3
0,1,R&D,3,LifeSci,1378,2,MfgDir,43740,15,21,5,5,4,4,3,2,3,4,3
0,1,Sales,4,Marketing,1379,4,LabTech,68420,12,13,3,9,1,8,1,3,3,3,3
0,1,HR,4,HR,1380,1,Manager,174260,12,12,0,10,7,4,2,4,3,2,3
0,1,Sales,1,Medical,1381,2,LabTech,176030,16,12,0,8,0,7,1,4,4,2,3
0,1,R&D,3,Medical,1382,1,MfgDir,45810,14,8,3,5,1,4,3,3,3,3,3
0,1,R&D,4,Medical,1383,2,HealthRep,47350,13,6,2,5,1,1,3,2,2,3,3
1,2,R&D,2,LifeSci,1384,2,HealthRep,41870,22,1,4,0,0,0,3,1,4,3,4
0,2,Sales,3,Marketing,1385,2,ResearchDir,55050,21,13,3,8,7,2,4,2,2,3,4
0,0,Sales,3,Medical,1386,1,SalesExec,54700,18,12,2,12,6,10,3,1,3,3,3
0,1,R&D,2,Medical,1387,2,SalesExec,54760,13,9,3,5,0,3,3,1,4,3,3
0,1,R&D,3,LifeSci,1388,4,Manager,25870,12,19,2,2,2,2,3,1,3,2,3
0,1,R&D,2,Medical,1389,1,SalesExec,24400,18,4,4,3,0,2,3,4,4,3,3
1,1,R&D,2,LifeSci,1390,2,SalesExec,159720,21,1,2,1,1,0,2,4,2,3,4
0,1,R&D,3,Tech,1391,2,LabTech,153790,12,24,1,24,15,7,2,1,3,1,3
0,1,Sales,4,LifeSci,1392,1,MfgDir,70820,14,2,3,2,2,1,3,4,3,4,3
0,1,Sales,5,LifeSci,1393,2,SalesRep,27280,11,7,3,4,0,2,3,4,3,4,3
0,1,Sales,3,Marketing,1394,2,Manager,53680,14,9,2,3,1,2,4,2,3,3,3
1,1,R&D,4,LifeSci,1395,5,LabTech,53470,24,4,1,4,0,2,2,2,2,3,4
0,1,Sales,4,Marketing,1396,3,SalesExec,31950,11,5,4,3,0,2,3,3,2,2,3
0,1,Sales,2,LifeSci,1397,1,Manager,39890,13,5,2,4,1,3,4,1,3,3,3
0,1,R&D,3,LifeSci,1398,1,HR,33060,11,8,6,8,1,6,4,2,3,1,3
0,1,R&D,3,LifeSci,1399,2,SalesExec,70050,20,21,2,20,9,9,4,3,3,3,4
0,1,R&D,1,LifeSci,1400,2,LabTech,26550,17,36,0,24,2,15,3,2,3,2,3
0,2,HR,4,Other,1401,1,Scientist,13930,11,10,4,10,1,9,4,3,2,4,3
0,1,HR,2,HR,1402,2,SalesRep,25700,18,21,2,7,1,0,4,2,3,3,3
0,1,R&D,4,Medical,1403,2,SalesRep,35370,11,34,3,33,11,9,3,3,3,3,3
0,1,Sales,3,Marketing,1404,1,Scientist,39860,12,7,3,7,0,3,4,2,2,3,3
1,1,R&D,4,LifeSci,1405,2,ResearchDir,108830,12,8,3,1,0,1,2,3,3,4,3
0,0,R&D,2,Medical,1406,1,HealthRep,20280,20,7,2,5,2,2,4,4,4,2,4
0,0,R&D,2,Medical,1407,1,SalesExec,95250,19,22,3,20,11,8,1,4,3,3,3
0,1,R&D,3,LifeSci,1408,1,Scientist,29290,12,8,2,8,1,7,2,1,3,1,3
0,2,R&D,3,Other,1409,2,ResearchDir,22750,13,10,2,6,1,2,2,2,3,4,3
0,0,R&D,1,Tech,1410,2,SalesExec,78790,11,11,2,5,0,2,3,3,3,3,3
0,1,Sales,2,Marketing,1411,5,Scientist,49300,14,14,0,1,0,0,4,3,3,3,3
0,1,HR,1,HR,1412,1,MfgDir,78470,14,9,3,7,1,7,4,4,1,4,3
0,2,R&D,4,Medical,1413,1,Manager,44010,13,6,4,2,2,0,3,1,3,2,3
0,0,R&D,1,Other,1414,2,SalesExec,92410,19,7,5,7,1,7,4,4,3,3,3
0,2,R&D,2,Medical,1415,4,SalesRep,29740,23,5,2,5,2,0,4,3,4,3,4
0,1,R&D,3,Medical,1416,1,LabTech,45020,12,15,0,7,3,7,3,4,4,2,3
1,1,Sales,4,LifeSci,1417,3,Scientist,107480,15,17,3,1,0,0,2,1,3,3,3
1,1,Sales,2,LifeSci,1418,2,Scientist,15550,19,10,2,10,1,9,2,4,2,3,3
0,1,R&D,3,LifeSci,1419,4,HealthRep,129360,11,4,3,4,2,2,4,2,2,3,3
0,2,R&D,3,LifeSci,1420,2,LabTech,23050,17,8,3,8,1,7,2,4,3,3,3
